feature,class
"[-3.6949780e+02  1.0472036e+02  1.5793539e+01  4.4574425e+01
  1.5038338e+01 -5.8836608e+00  6.7273240e+00  2.7578321e+00
 -5.6501679e+00  2.6772647e+00  2.2252202e+00  3.8685055e+00
  5.1229153e+00  2.8579540e+00  7.3159418e+00  6.3279080e+00
 -4.1892311e-01  4.0852113e+00  4.9779673e+00 -1.9054247e+00
  1.4417614e+00  4.9222713e+00 -5.0044614e-01  1.2769852e+00
  4.8804269e+00 -3.2112512e-01  1.1521001e+00  3.5611920e+00
  5.7320341e-02  1.7581008e-02  2.5600019e+00  1.2806545e+00
  4.0087694e-01  1.3035635e+00  2.3131859e-02 -8.0729127e-01
  1.2096035e+00  7.9912001e-01  4.5411408e-01  1.9826115e+00]",male
"[-2.7438086e+02  1.3773877e+02  5.6161380e+00  3.4881783e+01
  1.3986439e+00  4.2005000e+00 -1.3422486e+01 -3.7834258e+00
 -6.3705997e+00 -5.8015199e+00 -2.0607955e+00 -5.3100576e+00
 -3.6034182e-01 -1.5336024e+00 -3.3687861e+00 -8.8024025e+00
  6.9338161e-01 -4.5149546e+00 -3.3161361e+00 -3.8131902e+00
 -5.5613718e+00 -3.3686273e+00 -7.5330110e+00 -2.8085170e+00
 -5.3032041e+00 -2.5911870e+00 -2.5821989e+00 -2.5445111e+00
 -4.5032907e-01 -1.1344997e+00  2.9354593e-01  2.8700593e-01
  2.4768426e+00  8.1626368e-01  7.8815353e-01  8.5156357e-01
 -7.3068470e-02  3.0772138e-01 -1.2401680e+00 -1.3671712e+00]",female
"[-250.15402      94.515305     12.1956625    34.460075     -1.6044253
   10.647983      6.4723244     7.2900305     2.6115997     8.660359
   -5.3424125     9.273812     -7.0465827    11.302903      0.60571545
    5.313609     -5.592847     10.375626     -7.203283      5.9391212
   -7.256962      1.9383383    -7.4461637     6.5160375    -2.9936488
    4.9698997    -5.069367      6.3234696    -3.3726578     3.1694503
   -4.327813      1.1540843    -2.373066      2.000172     -3.1137383
   -2.5306518    -4.547411     -6.7761517    -7.036319     -7.4772043 ]",male
"[-2.4256552e+02  9.4574554e+01 -4.3859792e+00  3.0986710e+01
 -1.3507965e+01  1.5779826e+01 -1.2825482e+01  4.0286312e+00
 -9.0904264e+00 -3.8768115e+00 -3.4095309e+00  1.0831456e+01
 -9.2658081e+00  9.5850611e+00 -2.7504845e+00  1.2756841e-01
 -4.1815624e+00  1.3639216e+00 -6.0967436e+00  3.5032830e+00
 -3.6097012e+00  1.0402215e-01 -4.8597741e+00 -3.0436692e+00
 -2.9169202e+00 -5.3804097e+00 -2.7815461e+00 -3.9255831e+00
 -3.1744328e+00 -4.9744120e-01 -2.7383974e+00 -1.6327651e-01
 -1.0363200e+00 -1.3389871e+00  6.4119542e-01 -6.5407866e-01
  4.2400889e+00  2.2214980e+00  1.5194376e+00  4.7207713e+00]",female
"[-3.4005200e+02  8.4863579e+01  1.6879924e-02  3.3000645e+01
  8.4444370e+00  1.2413849e+01 -2.3388372e+01 -1.9438377e+01
 -1.3975528e+01 -6.7451668e+00 -8.4537449e+00 -9.2471666e+00
 -1.5032461e+00 -1.1366789e+01 -2.8742135e+00 -6.4947324e+00
 -5.6341567e+00 -4.8740020e+00 -5.1644773e+00 -4.7856050e+00
 -5.1411037e+00 -1.4072189e+00 -3.9848292e+00 -3.7792690e+00
 -2.2264745e+00 -3.4868662e+00 -4.6196713e+00 -1.2242029e+00
 -3.1217318e+00 -1.2880679e+00 -1.0106864e+00 -4.0449834e+00
 -1.1190144e+00 -3.7297163e+00 -4.5039301e+00 -2.9758072e+00
 -2.7901108e+00 -2.2106435e+00 -3.1164405e+00 -9.1099864e-01]",male
"[-320.26498      98.32083     -17.585709     41.10628     -13.489085
  -13.497684    -19.208046     -1.1950867   -14.251683     -1.2149776
   -3.722446    -13.335012     -4.0714126   -12.652942     -4.401562
  -14.199575     -4.878024     -5.9662075    -8.719549     -4.8823185
   -9.103888     -4.9947157    -5.1866097    -3.5223153    -1.643211
    0.91789687   -0.5236238     3.152757      4.936195      4.2906685
    5.0608535     1.4886627     1.5028647    -1.1647419    -2.6328015
   -2.4704907    -2.7874327    -0.8978446    -3.2065916    -3.7626562 ]",female
"[-263.68237     128.06117       3.1855352    53.85461      -4.3195806
   15.532226    -18.593775     -3.8779888   -11.415825     -3.5795739
    0.64171886  -12.075097     -0.7460801    -6.985012     -3.7748244
   -9.158556      0.412129     -2.756165     -1.5453572    -2.7241611
   -1.1058933    -1.7636251    -5.632597      2.50044      -5.820637
   -3.1709268    -3.3687816    -3.2677352    -3.1747763    -4.159092
   -2.2278714    -2.7668717    -0.4293362    -1.7916198    -1.8205568
   -3.2890267    -2.0483918    -1.0008724    -1.23437       1.5553195 ]",female
"[-2.8809039e+02  9.8575958e+01  1.9476122e+01  3.1822783e+01
 -2.8863433e-01  1.9100340e+01 -1.6027624e+01  1.3079956e+01
  1.3376857e+01  4.5821853e+00 -2.3941269e+00  1.7794104e+01
 -2.3965375e+00  1.0267449e+01 -6.9497924e+00  3.6334038e+00
  2.9685428e+00 -3.7635760e+00 -7.6792221e+00 -9.1424103e+00
 -5.2962613e+00  2.4647993e-01  3.8064363e+00 -2.3944831e+00
 -6.6392150e+00 -8.4991779e+00 -1.7435654e+00 -9.5328373e-01
  8.2339954e-01 -3.4595671e+00 -2.5552166e+00 -3.1969342e+00
 -4.8653226e+00 -2.4228132e+00 -2.3551202e+00  2.2500660e+00
 -1.9304068e+00  3.0745444e-01  3.8811886e+00  2.0299907e+00]",male
"[-331.08572      71.339645     23.685274     13.137297    -10.883101
   -3.5014358   -16.04778      -5.4962015   -24.770506     -2.7308376
  -23.475386      2.0038404   -28.059116      6.6282964   -15.323037
  -10.329422     -1.5941143    -4.508294     -7.894262     -7.923189
   -6.893489     -3.1166565    -5.7733507     0.39484802   -6.99764
   -5.906162     -7.2504735     0.98368794   -3.184161      1.1169046
    2.5964134     0.49852526    2.5606732     5.7494726     3.6287742
    5.1355824     8.348857      3.9269226     2.9145017     4.20127   ]",female
"[-3.5936002e+02  8.7417648e+01  4.8400397e+00  1.4250329e+01
 -8.9011650e+00 -2.2146418e+00 -2.6876572e+01 -3.5473871e+00
 -1.2602941e+01 -1.1585061e+01 -9.5090361e+00 -2.4018264e+00
 -1.3403512e+01 -6.1326208e+00 -1.0276676e+01 -7.4704013e+00
 -1.0815805e+01 -3.3327348e+00 -9.8763657e+00 -3.5739560e+00
 -9.0204782e+00 -9.0431910e+00 -6.9570951e+00 -5.5806293e+00
 -2.8558023e+00 -8.1012440e+00 -5.8300872e+00 -1.3609693e+00
 -2.8258228e-01  5.0526792e-01  2.3577306e+00  4.8044496e+00
  2.2488315e+00  3.2903223e+00  5.2938409e+00  3.4273641e+00
  2.0591228e+00  5.5263907e-01  8.7892868e-02 -1.8098356e+00]",female
"[-3.3395200e+02  1.2692829e+02  1.8066708e+01  3.4030495e+01
  1.7589874e+01  8.5450163e+00 -3.5710757e+00  1.0261176e+01
 -9.6748972e+00 -9.5545931e+00 -1.4291967e+00 -2.9951254e-01
 -8.2460604e+00 -2.3149981e+00  4.9651314e-02  5.9180241e+00
 -4.6373706e+00 -3.7443850e+00  1.5152655e+00 -5.1665173e+00
 -5.1954546e+00 -3.0945659e+00 -3.8021700e+00 -5.0240457e-01
  2.0027666e-01 -1.5675764e+00 -2.5904179e-01  6.4792871e-02
 -2.2044973e+00  3.8723144e-01 -9.5498091e-01 -1.3892633e+00
 -1.1105342e+00  1.7904019e-01  2.3425552e-01 -1.5066429e+00
  3.9318413e-02 -2.0492516e+00 -1.5888759e+00 -1.3260627e+00]",male
"[-371.2886      74.85584     22.304928    14.661899    -6.8404655
   23.509878   -24.984627    -0.4483708   -9.996014     1.2398641
   -7.4690948   -6.276422    -7.4145055  -14.659257    -9.388825
   -4.836483    -7.306828    -3.7812696   -7.2005067   -8.755845
  -11.332608    -5.4663186  -10.597595    -4.1760545   -5.6819963
   -6.7536154   -3.7691333   -4.868085    -3.760348    -4.7202096
   -0.9185711   -5.1845345   -3.944776    -4.147649    -4.4930596
   -4.3150053   -3.3426905   -3.2961829   -3.9643512   -4.7792354]",male
"[-2.8778720e+02  1.6907535e+02 -2.1778278e+01  3.3185665e+01
 -4.2938485e+00  4.3897648e+00 -5.3541975e+00 -6.1832228e+00
 -1.0176154e+01 -5.4054680e+00  1.4958572e-01 -6.1810417e+00
  5.4066205e+00 -1.0173486e+01 -2.6670225e+00  2.6010413e+00
 -5.4655218e+00 -3.9150245e+00 -4.8376613e+00 -4.2721276e+00
 -1.1969497e+00 -2.9333835e+00 -9.7487907e+00  4.6727911e-01
 -4.4099832e+00 -7.4812503e+00  1.7738991e+00 -6.7420230e+00
 -1.6611633e+00 -8.3645332e-01 -7.6772099e+00 -2.2374268e+00
 -4.7351451e+00 -4.9021230e+00 -2.4060671e+00 -3.5548356e+00
 -4.7525568e+00 -3.1055517e+00 -4.4630301e-01 -4.5801105e+00]",male
"[-2.7937332e+02  1.0044550e+02 -2.1057873e+01  4.4999889e+01
 -5.4376020e+00  2.5201885e+01 -8.2238531e+00 -2.1832161e+00
 -2.2091908e+01 -2.3074110e+00 -1.5749319e+01 -1.2999747e+01
  3.4411809e+00 -2.9569714e+00  4.3226962e+00 -1.1945828e+01
  7.4557452e+00 -7.9078526e+00 -4.6932449e+00 -5.2032318e+00
 -7.9345589e+00 -2.4286826e+00 -6.6853809e+00 -1.1084528e+00
 -8.9214001e+00 -2.9669006e+00 -3.7106988e+00 -7.2089219e-01
  2.2645430e-01 -2.2333121e+00  1.6213199e+00 -2.9399037e+00
 -1.5901141e+00  9.8875499e-01  1.4289549e-01  1.8665773e+00
 -2.8511717e+00  7.9653978e-02  3.0099328e+00 -4.7445646e-01]",female
"[-3.3242386e+02  1.0409795e+02  2.9381933e+01  4.8118538e+01
  1.4840861e+01  1.7788467e+01 -2.2916189e+01 -5.6127944e+00
  7.2987547e+00 -6.3696017e+00 -8.4645777e+00  5.9356499e+00
 -7.1924529e+00 -7.7679448e+00  2.1887689e+00  3.7058833e-01
 -7.6729779e+00  3.6875579e+00 -1.0421803e+00 -2.7261227e-01
 -3.8694661e+00  1.9054989e+00 -3.4663793e-01 -3.5411606e+00
  5.5639758e+00 -2.3857741e+00 -5.0612891e-01  1.2170266e+00
 -3.6856234e-01 -1.6942348e+00 -1.2976317e+00 -1.9338509e-01
 -2.4595621e+00 -3.1526456e+00 -2.0083258e+00 -1.7098385e+00
 -1.8533021e+00  1.9360132e+00 -1.5672748e+00 -7.0610583e-01]",male
"[-293.9049      109.60984      -2.2762413    37.038033     -5.806488
   12.3703165   -34.359825    -11.181159     -3.4358556   -10.341818
   -9.89168      -5.6789875    -0.50048465  -20.099367     -0.5705118
   -5.4271264   -11.225107     -2.1145105    -2.1534355    -7.2402477
  -10.117741     -3.731859     -2.5463846    -7.789199     -3.69323
   -4.831517     -9.9150715    -2.0157926    -5.120983     -5.0212216
   -3.435996     -3.8396933    -2.433499     -3.3923368    -2.5047119
   -3.9814374    -3.507485     -2.7235093    -3.302856     -3.7942698 ]",male
"[-323.88007     117.23054      -1.3168035    39.91665       0.55580556
   12.011034    -19.889933     -1.9289567   -16.307215     -6.590638
    7.209028     -7.7278056    -1.6516154    -7.4632506    -3.357477
   -8.944374     -2.9452882    -4.0683274    -2.983706     -1.7589898
   -4.612842     -3.250364     -3.2537618    -2.0570397    -5.8556805
   -2.699292     -3.9596949    -3.1141024    -3.8703592    -4.812337
   -3.5367947    -4.93067      -3.056962     -5.6714563    -4.6320505
   -3.8669596    -4.5859556    -3.6318007    -4.568433     -0.3698361 ]",female
"[-2.8054303e+02  1.3132423e+02  1.7785873e-01  4.2792686e+01
 -1.7437529e+01  2.3555510e+01 -8.5272789e+00  1.7331311e+00
  1.9055423e-01  5.1659173e-01  2.8522873e-01 -6.4871745e+00
  3.1030281e+00 -1.2498989e+01  4.6234722e+00  2.4310474e+00
 -1.9763274e+00 -3.4517710e+00  7.5819796e-01  3.6720678e-02
 -8.0409565e+00 -4.5104876e+00 -8.4002295e+00 -6.9998827e+00
 -3.4228103e+00 -1.2448617e+00 -4.4346442e+00  7.3138899e-01
  3.1378152e+00 -2.3401110e+00  1.9536400e-01 -1.2886485e+00
 -8.2759035e-01  5.4525292e-01 -4.0881581e+00 -2.3649747e+00
 -3.1829133e+00 -2.7149019e+00  7.1634400e-01 -2.4259837e+00]",male
"[-3.1926331e+02  5.7021397e+01  2.0526407e+01  2.1101002e+01
 -2.2940315e+01  1.3968418e+01 -3.3896339e+01  8.0275908e+00
 -2.4453779e+01  5.9431372e+00 -1.9466869e+01 -8.5373487e+00
 -1.0196350e+01  1.1173124e+00 -1.3590393e+01 -9.8017530e+00
 -8.7980518e+00 -4.6768970e+00 -7.3252358e+00 -4.6610131e+00
 -1.0780554e+01 -2.7544937e+00 -9.7437172e+00  1.4953730e+00
 -4.3612099e+00 -3.3752051e-01 -5.9545951e+00  1.2126725e+00
  2.0468399e-01 -3.1223588e+00  5.5161965e-01 -3.9318860e+00
  2.5414488e+00  9.6139491e-02 -7.3102808e-01  5.4893795e-02
 -1.9264719e+00 -6.8552440e-01 -1.9167490e+00 -2.4176579e+00]",female
"[-3.7745187e+02  4.8511280e+01  2.2488258e+01  1.6149401e+01
 -1.1722395e+01  2.7649223e+01 -4.2877914e+01  1.4905553e+01
 -1.2590767e+01 -3.3543580e+00 -1.7513367e+01 -2.9580395e+00
 -4.2150173e+00 -1.3205781e+01 -3.8564408e+00 -1.1864001e+01
 -1.3434517e+01  1.4353448e-01 -9.2886124e+00 -5.2399454e+00
 -2.1236556e+00 -6.5500093e+00 -8.2549934e+00 -3.7710032e+00
 -5.2116704e+00 -3.8869476e+00 -3.3624589e+00 -5.6140361e+00
 -4.9136033e+00 -7.2421694e+00 -3.8739932e+00 -5.2360082e+00
 -7.3696189e+00 -3.3959548e+00 -5.9763684e+00 -1.3600781e+00
 -1.7010424e+00 -3.1015365e+00 -5.1278400e-01 -6.3336241e-01]",male
"[-3.2504962e+02  1.0557378e+02  2.0644844e+01  2.8934185e+01
  1.8860500e+01  6.4640760e+00 -2.0017087e+00  8.1013546e+00
 -9.5842113e+00  4.7474709e+00 -1.1865726e+01  1.0606979e+00
 -1.8653847e+00 -2.0187531e+00 -3.4999723e+00 -3.7649921e-01
 -1.5137409e+00  4.7029996e+00 -2.4986427e+00  2.3095930e+00
 -8.8331431e-01  6.5932989e-01 -3.1738989e+00 -1.8320553e-01
 -8.9944124e-01 -1.8127019e+00  5.1924092e-01  1.4448746e-01
 -8.8291031e-01 -1.3263065e+00 -2.7745993e+00 -2.5144279e+00
 -2.9649298e+00 -2.5900133e+00 -7.6020074e-01 -2.4150934e+00
  5.7607603e-01 -9.0483272e-01 -2.2007889e-01  7.6261961e-01]",male
"[-2.9008829e+02  9.6216431e+01  8.4201088e+00  3.5800690e+01
  5.9929633e+00  1.0881471e+01 -1.1577394e+01  4.3675733e+00
 -4.8554430e+00  1.7803869e+00 -4.7642689e+00  2.9871950e+00
 -3.4829550e+00  8.4360766e-01 -8.7268323e-01  7.6257265e-01
 -8.5852385e+00  1.6839598e+00  2.8759070e-02  4.8407546e-01
 -1.2459499e-01  1.5245530e-01 -5.2918134e+00  2.4089554e-01
 -2.5695486e+00  2.0587683e+00 -4.0762973e+00 -1.9571854e+00
 -1.2357791e-01 -1.5525299e+00 -2.6695082e+00 -1.4189368e-01
 -1.8226279e+00 -7.4716568e-01 -7.5218242e-01 -6.1718720e-01
 -1.8243001e+00 -2.6266489e+00 -1.5305822e+00 -8.2085580e-01]",male
"[-3.01964142e+02  8.46394348e+01 -4.42373991e+00  2.83558331e+01
  6.47533953e-01 -2.58865333e+00 -6.73862028e+00  1.19379699e+00
 -1.67872257e+01 -1.34356606e+00 -1.17295885e+01 -6.02481067e-01
 -1.10451126e+01  2.91511703e+00 -9.36174393e+00 -6.58219194e+00
 -5.30370855e+00 -3.79601383e+00 -9.31241512e+00 -5.36265039e+00
 -5.83524132e+00 -4.48428154e+00 -3.27539039e+00 -3.42328858e+00
 -1.26142728e+00  2.87534642e+00  5.06680393e+00  1.10580807e+01
  1.13475695e+01  9.93269253e+00  9.46812916e+00  5.88770342e+00
  3.31364393e+00 -1.16296835e-01  3.28197122e-01  1.92123067e+00
  1.03328705e+00 -2.09697175e+00 -9.16553617e-01 -9.98392045e-01]",female
"[-311.50946      97.57419      -3.1215985    34.907154    -16.92964
   10.43341     -18.823647      1.1745621   -10.602319      0.8441419
   -4.4425035    -0.8688924    -1.9477025    -6.199357     -3.993226
   -8.759119     -4.919072     -9.066151     -2.2310019    -7.608607
   -2.5687938    -5.7417097    -2.0683782    -5.971848     -5.3798428
   -2.9792578    -4.77276      -0.9018169    -2.3844824     1.5851643
    1.589135      4.3357897     2.740051      2.1095426     0.6285059
   -0.38899904   -1.272176     -2.2643301    -2.5942628    -3.9053116 ]",female
"[-3.3236984e+02  1.1548786e+02  1.5077856e+01  4.1374043e+01
 -5.6437888e+00  2.7847836e+00 -1.0571793e+00  6.3951182e+00
 -3.4186699e+00  2.6961105e+00 -4.6931834e+00 -5.1286602e-01
  1.1104919e+00  3.0032583e-03 -2.1146045e+00 -1.4935890e+00
 -6.3365741e+00 -3.2635486e-01 -6.1896434e+00  3.9260972e-02
 -2.6102252e+00 -2.9203937e+00  6.9189972e-01 -2.4125752e+00
  9.6294290e-01 -1.0229368e+00 -1.1329817e+00  1.2005969e+00
 -9.5543683e-01 -1.9118708e+00  8.0097246e-01 -2.0259976e+00
  2.9341280e-01 -1.5080270e+00 -4.2947179e-01 -1.5116130e+00
 -2.7261050e+00 -4.6223959e-01 -3.3627687e+00 -9.9991876e-01]",male
"[-2.8740363e+02  1.2229453e+02  1.8435858e+01  4.2457012e+01
  2.1373964e+01 -3.0318022e+00 -2.4374901e+01 -2.3940301e+00
 -2.5966997e+00 -3.7702842e+00 -1.0414689e+01  4.4360437e+00
 -1.3353514e+01 -2.0563473e-01 -7.0788512e+00 -7.3624601e+00
 -2.8991206e+00 -2.2423375e+00 -1.0855603e+01 -3.6846960e+00
 -4.2424645e+00 -1.7833242e+00 -8.8611430e-01 -2.8934589e-01
 -2.8039131e-01  1.7492328e+00  3.9881022e+00  3.2422669e+00
  3.6591029e+00  2.6690464e+00  4.5349226e+00  3.5492918e+00
  2.3842969e+00  2.0306160e+00  1.4223855e+00 -7.6838958e-01
 -3.1303856e-01  9.5226571e-02 -7.6824248e-01 -9.2918038e-01]",female
"[-3.0757288e+02  1.0818417e+02  1.8008401e+00  3.4648365e+01
 -2.2409822e+01 -6.0395303e+00 -1.5625560e+01 -2.8044519e+00
 -1.0721193e+01 -4.5129523e+00 -6.4908810e+00 -6.6076088e+00
 -3.7186627e+00 -1.0821446e+01 -2.6677172e+00 -8.0990629e+00
 -2.2282858e-01 -5.1787658e+00 -1.2384441e+00 -4.1163340e+00
 -8.4458675e+00 -6.4476819e+00 -6.0656095e+00 -2.2117524e+00
 -2.5385923e+00  1.3299171e+00 -3.0222926e+00  1.1559972e+00
  3.4772389e+00  2.5050807e+00  4.5593300e+00  5.5983744e+00
  5.4878030e+00  1.5711244e+00  7.2252434e-01  3.2955217e+00
  2.6208093e+00 -6.8619323e-01 -1.2347016e+00 -4.1961923e+00]",female
"[-2.7563660e+02  1.0257071e+02  8.9765720e+00  2.3134155e+01
  4.8559260e+00  1.2274173e+01 -5.6292472e+00  6.9863076e+00
 -1.6777729e+00  1.3327924e+01 -4.1361961e+00 -4.4972834e-01
 -8.3171768e+00  2.8206840e+00 -6.0582743e+00 -4.2797914e+00
 -1.9592253e+00 -8.2096052e-01 -4.2290492e+00  1.4652561e+00
 -6.8651307e-01  3.3601818e+00  6.1395459e+00 -4.6519437e-01
  3.3134668e+00  9.7026119e+00  5.7177138e+00  2.6511693e+00
  1.6470424e+00  2.2697074e+00 -2.0625469e-01 -1.4447616e+00
  2.9115775e+00 -2.7478547e+00 -2.9294631e+00 -3.4007375e+00
 -4.3682194e+00 -4.5961685e+00 -2.1314738e+00 -3.9740818e+00]",female
"[-3.68068512e+02  1.01857155e+02  4.07279930e+01  3.99887772e+01
  1.10423489e+01  1.05677118e+01  6.57606030e+00  7.11143684e+00
 -7.98922539e+00 -9.13292646e-01 -3.90551186e+00 -4.64863300e+00
 -3.42022204e+00 -2.82717061e+00 -5.31180441e-01  4.52212191e+00
 -2.25952649e+00  3.58477378e+00  3.20446163e-01 -1.17360675e+00
  2.54154158e+00 -3.51310521e-01  3.17775488e-01 -3.58810991e-01
  1.27616847e+00 -1.58265364e+00 -3.25596809e+00 -6.20321608e+00
 -4.78073311e+00 -3.16594625e+00 -3.60432458e+00 -3.13128901e+00
 -3.30261016e+00 -3.90095425e+00 -3.70981395e-01  1.90152213e-01
 -5.00026643e-01  1.13600373e+00 -1.49062395e+00 -5.79486072e-01]",male
"[-257.0349      128.75038       3.751859     35.393837      4.1088476
    7.838822     -4.059759      3.4462051    -6.6711645    -4.0062633
   -3.0404387    10.149397     -5.6912165     9.604964     -1.7785494
   -5.7082067    -4.4374533    -3.1489756    -7.1774716     1.830434
   -7.020147     -0.45346153   -3.9358723    -1.4320965    -5.3068156
   -3.4201376    -3.560107     -1.4871882    -2.1163177    -1.9276822
   -0.71503603    2.4420245     2.8269768     6.8793325     4.324434
    3.628679      2.363839      2.6548424     4.2671113     2.5561118 ]",female
"[-2.7852927e+02  1.1821087e+02 -2.8784149e+00  4.8525383e+01
 -6.8971272e+00  1.1188405e+00 -1.1287371e+01 -3.1105819e-01
 -6.9610701e+00 -1.4815277e+01  1.2862833e-01 -3.0940695e+00
 -9.0319147e+00 -1.0112436e+00 -3.4685044e+00 -1.1325095e+01
 -2.1654735e+00 -4.2156525e+00 -9.6452898e-01 -7.2020760e+00
 -4.4029975e+00 -5.3763781e+00 -5.0788188e+00  4.9104914e-01
 -5.0116420e+00 -3.9411590e-01 -1.4184873e+00  1.8482540e+00
  1.2633282e+00 -2.7829697e+00 -3.3042650e+00 -8.4064031e-01
  2.4692917e+00  1.9269086e+00  5.9715123e+00  2.5923271e+00
 -3.0219734e+00 -7.2333825e-01 -1.1801946e+00 -3.4318975e-01]",female
"[-260.26035     116.56052     -27.759586     39.409924    -20.487331
    5.733013    -27.653767      0.9195529    -5.418196     -2.1989076
    2.9659488    -3.264069     -2.9874623   -11.92955      -3.4149766
   -7.8989935     3.0052214   -11.677377     -4.8436036    -2.5232246
   -4.621091     -0.55771416   -0.51629263    3.982369     -5.510907
   -1.8629206    -1.6724907     0.94270176    3.053084      8.302439
    8.7164755     4.133807      4.93831       1.4893415     2.8045514
    4.6256976     1.2542179    -0.5807126     2.233995     -1.3139651 ]",female
"[-2.4725703e+02  8.2623108e+01  1.6221821e+01  3.7341534e+01
 -5.7566981e+00  1.8634518e+01 -5.5665960e+00  1.7582182e+01
  2.0945487e+00  1.1377610e+01 -2.7795525e+00  9.5290442e+00
 -1.1034355e+01  1.0625427e+01 -6.9384828e+00  8.3937893e+00
 -4.1791472e+00  3.5280836e+00 -6.0215287e+00  1.9646733e+00
 -5.7545171e+00 -1.5281953e+00 -5.6721063e+00 -2.0842936e+00
 -3.7679522e+00  3.1426573e+00  3.7671247e+00  5.7085733e+00
  5.1898785e+00  5.4548101e+00  4.5126076e+00  4.0451541e+00
  3.2578177e+00  1.1387085e+00  2.1581104e+00 -4.7653857e-01
 -1.2735714e-01 -9.5923626e-01 -5.8352280e-01 -3.6931460e+00]",female
"[-3.14842590e+02  7.54072800e+01  1.13566313e+01  2.31270523e+01
 -1.69852227e-01 -1.28274417e+00 -3.14411783e+00 -2.21657395e-01
 -9.99458313e+00  3.50087690e+00 -1.31174297e+01  5.08953047e+00
 -9.25391197e+00  4.61256456e+00 -4.04358482e+00  3.17934012e+00
 -3.22626352e+00 -2.97980160e-01 -6.41831684e+00  1.23311475e-01
 -3.88017607e+00 -4.19540453e+00 -5.08732986e+00  1.68640718e-01
 -2.58404136e+00  1.90739346e+00 -7.21475959e-01  1.81098449e+00
  2.33540368e+00  3.38978219e+00  1.45027339e+00  2.38568211e+00
  1.78276956e+00  4.04441261e+00  2.78388572e+00  3.32018661e+00
  3.20377254e+00  2.83393216e+00  2.98826265e+00  1.79489982e+00]",female
"[-3.4854138e+02  6.7843987e+01  2.2594467e+01  3.2221802e+01
 -1.4593922e+00  7.2737160e+00 -7.2716750e-02  4.7526979e+00
 -9.4549531e-01  9.7686806e+00 -3.4844556e+00  4.3514576e+00
 -5.0403504e+00  1.0157368e+01 -2.4964294e+00  8.3485451e+00
  3.9899489e-01  7.3537655e+00 -3.0349596e+00  5.8666096e+00
 -1.0292641e+00 -2.1369689e+00 -2.6886711e+00  2.6876950e+00
  2.3790970e+00  4.4717698e+00  8.5639238e+00  8.2191706e+00
  5.7905760e+00  6.2414141e+00  4.2720237e+00  3.4698384e+00
  3.9269493e+00  2.6806538e+00  3.1522176e+00  3.1123194e-01
  2.7589266e+00  2.6808329e+00  3.7848992e+00  2.9377329e+00]",female
"[-3.0851187e+02  5.2104683e+01 -3.2644916e+00  1.8259090e+01
 -2.5767028e+00  1.9552931e+01 -6.9118867e+00  1.5850960e+01
 -1.0395360e+01  4.4046259e+00 -1.3310034e+01  7.8359232e+00
 -8.3530397e+00  5.6596866e+00 -9.1191506e-01  9.3437805e+00
 -8.9844446e+00  3.1011331e+00 -1.0445590e+00  1.5886557e+00
 -2.8600121e-01  7.4637127e+00 -3.8782587e+00  1.7927310e+00
 -4.3831545e-01  3.2086781e-01  4.4171705e+00  3.4971607e+00
  3.3871794e+00  1.9718382e+00 -4.8742328e+00 -3.3902291e-02
  2.3662703e+00  2.7806249e-01  2.7218714e+00  1.3435370e+00
  1.2471646e+00  1.2796420e-01 -5.3594285e-01  3.4524038e+00]",male
"[-278.4275      114.092735    -13.914756     42.179657    -10.490134
   11.067423    -20.067562     -4.4733624    -7.578333      2.4324102
   -1.1615093    -2.7557797    -0.8015624   -12.288398      2.5755181
  -12.782526      0.36704826   -3.5155678    -4.3986735     5.5404835
   -4.5406775    -7.3147316    -6.157802     -5.317988     -7.647119
   -1.0025212    -2.346774     -3.8202236    -3.9291384    -5.168693
   -3.384607     -5.8455334    -3.3477316    -1.5506781    -4.944396
   -4.6223664    -6.193596     -5.3431726    -3.4770808    -4.585176  ]",female
